#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PFDN5	VBP1	9606.ENSP00000447942	9606.ENSP00000286428	0	0	0	0	0.689	0.997	0.900	0.987	0.999
PGK1	TPI1	9606.ENSP00000362413	9606.ENSP00000229270	0.115	0.899	0	0	0.881	0.603	0.340	0.916	0.999
PGK1	YWHAZ	9606.ENSP00000362413	9606.ENSP00000379287	0	0	0	0	0.307	0.254	0	0.621	0.787
PHB2	VDAC2	9606.ENSP00000441875	9606.ENSP00000361635	0	0	0	0	0.243	0.296	0	0.663	0.805
PIK3R1	PRKCI	9606.ENSP00000428056	9606.ENSP00000295797	0	0	0	0	0.044	0.093	0.900	0.186	0.919
PIK3R1	YWHAZ	9606.ENSP00000428056	9606.ENSP00000379287	0	0	0	0	0.049	0.623	0.500	0.809	0.961
PIK3R1	YES1	9606.ENSP00000428056	9606.ENSP00000462468	0	0	0	0	0.056	0.330	0.500	0.184	0.707
PLAA	UBC	9606.ENSP00000380460	9606.ENSP00000441543	0	0	0	0	0.043	0.981	0	0.338	0.987
PLK1	TRIP13	9606.ENSP00000300093	9606.ENSP00000166345	0	0	0	0	0.439	0.091	0	0.520	0.734
PLK1	TROAP	9606.ENSP00000300093	9606.ENSP00000257909	0	0	0	0	0.788	0	0	0.117	0.805
PLK1	TOPBP1	9606.ENSP00000300093	9606.ENSP00000260810	0	0	0	0	0.122	0.633	0	0.468	0.814
PLK1	YWHAE	9606.ENSP00000300093	9606.ENSP00000264335	0	0	0	0	0.063	0	0.800	0.185	0.834
PLK1	UBE2S	9606.ENSP00000300093	9606.ENSP00000264552	0	0	0	0	0.262	0.052	0.500	0.319	0.730
PLK1	PLK4	9606.ENSP00000300093	9606.ENSP00000270861	0	0	0	0.701	0.384	0.193	0.800	0.613	0.956
PLK1	SPC25	9606.ENSP00000300093	9606.ENSP00000282074	0	0	0	0	0.454	0	0.500	0.241	0.774
PLK1	SKA1	9606.ENSP00000300093	9606.ENSP00000285116	0	0	0	0	0.472	0	0.800	0.452	0.937
PLK1	SMC2	9606.ENSP00000300093	9606.ENSP00000286398	0	0	0	0	0.305	0.247	0.500	0.133	0.743
PLK1	RAD21	9606.ENSP00000300093	9606.ENSP00000297338	0	0	0	0	0.213	0.514	0.500	0.512	0.894
PLK1	ZWILCH	9606.ENSP00000300093	9606.ENSP00000311429	0	0	0	0	0.277	0.091	0.500	0.387	0.771
PLK1	SMC4	9606.ENSP00000300093	9606.ENSP00000341382	0	0	0	0	0.277	0.247	0.500	0.422	0.821
PLK1	RAD51	9606.ENSP00000300093	9606.ENSP00000493712	0	0	0	0	0.363	0.520	0	0.544	0.848
PLK1	XPO1	9606.ENSP00000300093	9606.ENSP00000384863	0	0	0	0	0.067	0	0.800	0.354	0.868
PLK1	RRM2	9606.ENSP00000300093	9606.ENSP00000353770	0	0	0	0	0.478	0.329	0	0.667	0.873
PLK1	TACC3	9606.ENSP00000300093	9606.ENSP00000326550	0	0	0	0	0.753	0.183	0	0.472	0.884
PLK1	SMC1A	9606.ENSP00000300093	9606.ENSP00000323421	0	0	0	0	0.132	0.760	0.500	0.359	0.924
PLK1	UBE2C	9606.ENSP00000300093	9606.ENSP00000348838	0	0	0	0	0.610	0.052	0.400	0.712	0.927
PLK1	ZWINT	9606.ENSP00000300093	9606.ENSP00000363055	0	0	0	0	0.302	0	0.800	0.544	0.930
PLK1	TOP2A	9606.ENSP00000300093	9606.ENSP00000411532	0	0	0	0	0.612	0.292	0	0.768	0.931
PLK1	SPAG5	9606.ENSP00000300093	9606.ENSP00000323300	0	0	0	0	0.712	0.455	0	0.660	0.942
PLK1	TPX2	9606.ENSP00000300093	9606.ENSP00000300403	0	0	0	0	0.805	0	0	0.727	0.944
PLK1	PRC1	9606.ENSP00000300093	9606.ENSP00000377793	0	0	0	0	0.712	0.510	0	0.708	0.955
PLK1	PTTG1	9606.ENSP00000300093	9606.ENSP00000377536	0	0	0	0	0.582	0	0.500	0.809	0.956
PLK1	RACGAP1	9606.ENSP00000300093	9606.ENSP00000404190	0	0	0	0	0.587	0.644	0	0.761	0.961
PLK4	RAD51AP1	9606.ENSP00000270861	9606.ENSP00000228843	0	0	0	0	0.729	0	0	0.159	0.762
PLK4	SKA1	9606.ENSP00000270861	9606.ENSP00000285116	0	0	0	0	0.689	0	0	0.175	0.733
PLK4	TPX2	9606.ENSP00000270861	9606.ENSP00000300403	0	0	0	0	0.509	0	0	0.491	0.739
PLK4	SMC4	9606.ENSP00000270861	9606.ENSP00000341382	0	0	0	0	0.577	0.247	0	0.313	0.762
PLK4	RACGAP1	9606.ENSP00000270861	9606.ENSP00000404190	0	0	0	0	0.461	0.086	0	0.613	0.793
PLK4	PRC1	9606.ENSP00000270861	9606.ENSP00000377793	0	0	0	0	0.748	0	0	0.369	0.834
PLK4	TTK	9606.ENSP00000270861	9606.ENSP00000358813	0	0	0	0.566	0.810	0.229	0	0.248	0.880
PLK4	TOP2A	9606.ENSP00000270861	9606.ENSP00000411532	0	0	0	0	0.793	0	0	0.553	0.904
PLK4	STIL	9606.ENSP00000270861	9606.ENSP00000360944	0	0	0	0	0.473	0.961	0.540	0.942	0.999
POLA2	RFC2	9606.ENSP00000265465	9606.ENSP00000055077	0	0	0	0	0.436	0.460	0.500	0.489	0.912
POLA2	POLE2	9606.ENSP00000265465	9606.ENSP00000216367	0	0	0	0	0.536	0	0.900	0.838	0.991
POLA2	RRM1	9606.ENSP00000265465	9606.ENSP00000300738	0	0	0	0	0.566	0	0	0.415	0.735
POLA2	RFC4	9606.ENSP00000265465	9606.ENSP00000376272	0	0	0	0	0.396	0.242	0.500	0.614	0.899
POLA2	RFC3	9606.ENSP00000265465	9606.ENSP00000369411	0	0	0	0	0.271	0.512	0.500	0.620	0.923
POLA2	POLE3	9606.ENSP00000265465	9606.ENSP00000363286	0	0	0	0	0.141	0	0.900	0.689	0.970
POLA2	POLD1	9606.ENSP00000265465	9606.ENSP00000472445	0	0	0	0	0.348	0.745	0.900	0.691	0.994
POLA2	PRIM2	9606.ENSP00000265465	9606.ENSP00000484105	0	0	0	0	0.767	0.997	0.900	0.998	0.999
POLD1	RFC2	9606.ENSP00000472445	9606.ENSP00000055077	0	0	0	0	0.212	0.150	0.500	0.493	0.807
POLD1	POLE2	9606.ENSP00000472445	9606.ENSP00000216367	0	0	0	0	0.290	0.511	0.900	0.819	0.992
POLD1	RNASEH2A	9606.ENSP00000472445	9606.ENSP00000221486	0	0	0	0	0.379	0.302	0	0.392	0.713
POLD1	XPC	9606.ENSP00000472445	9606.ENSP00000285021	0	0	0	0	0.067	0.068	0.900	0.188	0.919
POLD1	PRKDC	9606.ENSP00000472445	9606.ENSP00000313420	0	0	0	0	0.090	0.161	0.900	0.390	0.947
POLD1	XRCC6	9606.ENSP00000472445	9606.ENSP00000352257	0	0	0	0	0.142	0.130	0.900	0.555	0.962
POLD1	RAD54L	9606.ENSP00000472445	9606.ENSP00000361043	0.048	0	0	0	0.367	0.106	0	0.555	0.728
POLD1	POLE3	9606.ENSP00000472445	9606.ENSP00000363286	0	0	0	0	0.083	0.500	0.900	0.726	0.985
POLD1	RFC3	9606.ENSP00000472445	9606.ENSP00000369411	0	0	0	0	0.292	0.150	0.500	0.543	0.844
POLD1	RFC4	9606.ENSP00000472445	9606.ENSP00000376272	0	0	0	0	0.383	0.150	0.500	0.718	0.916
POLD1	RECQL4	9606.ENSP00000472445	9606.ENSP00000482313	0	0	0	0	0.687	0.114	0	0.481	0.843
POLD1	RAD51	9606.ENSP00000472445	9606.ENSP00000493712	0.054	0	0	0	0.214	0.622	0.400	0.607	0.921
POLD1	PRIM2	9606.ENSP00000472445	9606.ENSP00000484105	0	0	0	0	0.268	0.636	0.900	0.746	0.992
POLE2	RFC2	9606.ENSP00000216367	9606.ENSP00000055077	0	0	0	0	0.190	0	0.500	0.620	0.833
POLE2	TOPBP1	9606.ENSP00000216367	9606.ENSP00000260810	0	0	0	0	0.233	0.387	0	0.424	0.705
POLE2	RAD51AP1	9606.ENSP00000216367	9606.ENSP00000228843	0	0	0	0	0.406	0	0.400	0.323	0.738
POLE2	RAD51	9606.ENSP00000216367	9606.ENSP00000493712	0	0	0	0	0.382	0	0.400	0.475	0.788
POLE2	RFC3	9606.ENSP00000216367	9606.ENSP00000369411	0	0	0	0	0.461	0	0.500	0.679	0.906
POLE2	RFC4	9606.ENSP00000216367	9606.ENSP00000376272	0	0	0	0	0.579	0	0.500	0.716	0.935
POLE2	PRIM2	9606.ENSP00000216367	9606.ENSP00000484105	0	0	0	0	0.588	0.166	0.900	0.649	0.986
POLE2	POLE3	9606.ENSP00000216367	9606.ENSP00000363286	0	0	0	0	0.063	0.979	0.900	0.993	0.999
POLE3	RFC2	9606.ENSP00000363286	9606.ENSP00000055077	0	0	0	0	0.194	0	0.500	0.356	0.718
POLE3	SUPT7L	9606.ENSP00000363286	9606.ENSP00000336750	0	0	0	0	0.067	0	0.720	0	0.727
POLE3	TRRAP	9606.ENSP00000363286	9606.ENSP00000352925	0	0	0	0	0.102	0	0.720	0	0.737
POLE3	TAF5	9606.ENSP00000363286	9606.ENSP00000358854	0	0	0	0	0.063	0.049	0.720	0.213	0.777
POLE3	RFC4	9606.ENSP00000363286	9606.ENSP00000376272	0	0	0	0	0.265	0	0.500	0.295	0.718
POLE3	TAF2	9606.ENSP00000363286	9606.ENSP00000367406	0	0	0	0	0.060	0	0.720	0	0.725
POLE3	RFC3	9606.ENSP00000363286	9606.ENSP00000369411	0	0	0	0	0.229	0	0.500	0.375	0.738
POLE3	PRIM2	9606.ENSP00000363286	9606.ENSP00000484105	0	0	0	0	0.190	0	0.900	0.631	0.967
POLR2B	POLR2D	9606.ENSP00000370625	9606.ENSP00000272645	0	0	0	0	0.055	0.997	0.900	0.962	0.999
POLR2B	SSRP1	9606.ENSP00000370625	9606.ENSP00000278412	0	0	0	0	0.163	0.796	0.500	0.230	0.925
POLR2B	POLR3C	9606.ENSP00000370625	9606.ENSP00000334564	0	0	0	0	0.248	0.600	0	0.448	0.819
POLR2B	POLR2K	9606.ENSP00000370625	9606.ENSP00000342889	0	0	0	0	0.118	0.999	0.900	0.938	0.999
POLR2B	TAF11	9606.ENSP00000370625	9606.ENSP00000354633	0	0	0	0	0.068	0.800	0.500	0.274	0.923
POLR2B	TAF5	9606.ENSP00000370625	9606.ENSP00000358854	0	0	0	0	0.122	0.800	0.500	0.307	0.931
POLR2B	TAF2	9606.ENSP00000370625	9606.ENSP00000367406	0	0	0	0	0.334	0.800	0.500	0.412	0.955
POLR2B	POLR2F	9606.ENSP00000370625	9606.ENSP00000385725	0.111	0	0	0	0.408	0.997	0.900	0.988	0.999
POLR2D	SRSF1	9606.ENSP00000272645	9606.ENSP00000258962	0	0	0	0	0.112	0.180	0.500	0.395	0.750
POLR2D	TAF5	9606.ENSP00000272645	9606.ENSP00000358854	0	0	0	0	0.076	0.800	0.500	0.059	0.901
POLR2D	TAF2	9606.ENSP00000272645	9606.ENSP00000367406	0	0	0	0	0.076	0.800	0.500	0.188	0.914
POLR2D	TAF11	9606.ENSP00000272645	9606.ENSP00000354633	0	0	0	0	0.142	0.800	0.500	0.147	0.917
POLR2D	SSRP1	9606.ENSP00000272645	9606.ENSP00000278412	0	0	0	0	0.065	0.797	0.500	0.501	0.946
POLR2D	POLR2F	9606.ENSP00000272645	9606.ENSP00000385725	0	0	0	0	0.181	0.995	0.900	0.972	0.999
POLR2D	POLR2K	9606.ENSP00000272645	9606.ENSP00000342889	0	0	0	0	0.106	0.993	0.900	0.922	0.999
POLR2F	SSRP1	9606.ENSP00000385725	9606.ENSP00000278412	0	0	0	0	0.100	0.768	0.500	0.082	0.891
POLR2F	POLR3C	9606.ENSP00000385725	9606.ENSP00000334564	0	0	0	0	0.126	0.989	0.540	0.742	0.998
POLR2F	POLR2K	9606.ENSP00000385725	9606.ENSP00000342889	0	0	0	0	0.349	0.998	0.900	0.979	0.999
POLR2F	TAF11	9606.ENSP00000385725	9606.ENSP00000354633	0	0	0	0	0.060	0.800	0.500	0.067	0.900
POLR2F	TAF5	9606.ENSP00000385725	9606.ENSP00000358854	0	0	0	0	0.103	0.800	0.500	0.057	0.904
POLR2F	TAF2	9606.ENSP00000385725	9606.ENSP00000367406	0	0	0	0	0	0.800	0.500	0.105	0.902
POLR2F	SNRPG	9606.ENSP00000385725	9606.ENSP00000393388	0	0	0	0	0.442	0.507	0	0	0.713
POLR2F	SNRPE	9606.ENSP00000385725	9606.ENSP00000400591	0	0	0	0	0.443	0.507	0	0.143	0.744
POLR2F	POLR3G	9606.ENSP00000385725	9606.ENSP00000498469	0	0	0	0	0.142	0.970	0.540	0.567	0.994
POLR2K	SSRP1	9606.ENSP00000342889	9606.ENSP00000278412	0	0	0	0	0	0.796	0.500	0.078	0.898
POLR2K	POLR3C	9606.ENSP00000342889	9606.ENSP00000334564	0	0	0	0	0.106	0.916	0.540	0.606	0.984
POLR2K	SNRPG	9606.ENSP00000342889	9606.ENSP00000393388	0	0	0	0	0.556	0.507	0	0.150	0.798
POLR2K	SNRPE	9606.ENSP00000342889	9606.ENSP00000400591	0	0	0	0	0.695	0.507	0	0.209	0.871
POLR2K	TAF11	9606.ENSP00000342889	9606.ENSP00000354633	0	0	0	0	0.072	0.800	0.500	0.125	0.907
POLR2K	TAF2	9606.ENSP00000342889	9606.ENSP00000367406	0	0	0	0	0.081	0.800	0.500	0.126	0.908
POLR2K	TAF5	9606.ENSP00000342889	9606.ENSP00000358854	0	0	0	0	0.074	0.800	0.500	0.154	0.911
POLR2K	POLR3G	9606.ENSP00000342889	9606.ENSP00000498469	0	0	0	0	0.105	0.896	0.540	0.447	0.973
POLR3C	POLR3G	9606.ENSP00000334564	9606.ENSP00000498469	0	0	0	0	0.139	0.996	0.900	0.992	0.999
POLR3G	RBM28	9606.ENSP00000498469	9606.ENSP00000223073	0	0	0	0	0.347	0.564	0	0	0.703
POMP	PSMA4	9606.ENSP00000370222	9606.ENSP00000044462	0	0	0	0	0.528	0.997	0	0.860	0.999
POMP	PSMA2	9606.ENSP00000370222	9606.ENSP00000223321	0	0	0	0	0.802	0.976	0	0.192	0.995
POMP	PSMB7	9606.ENSP00000370222	9606.ENSP00000259457	0	0	0	0	0.342	0.998	0	0.477	0.999
POMP	PSMA5	9606.ENSP00000370222	9606.ENSP00000271308	0	0	0	0	0.420	0.982	0	0.367	0.993
POMP	PSMB4	9606.ENSP00000370222	9606.ENSP00000290541	0	0	0	0	0.609	0.994	0	0.717	0.999
POMP	PSMG2	9606.ENSP00000370222	9606.ENSP00000325919	0	0	0	0	0.136	0.988	0	0.717	0.997
POMP	PSMG1	9606.ENSP00000370222	9606.ENSP00000329915	0	0	0	0	0.139	0.726	0	0.848	0.961
POMP	PSMD12	9606.ENSP00000370222	9606.ENSP00000348442	0	0	0	0	0.203	0.095	0	0.669	0.741
POMP	PSMA7	9606.ENSP00000370222	9606.ENSP00000359910	0	0	0	0	0.389	0.997	0	0.766	0.999
POMP	PSMB2	9606.ENSP00000370222	9606.ENSP00000362334	0	0	0	0	0.562	0.997	0	0.323	0.999
POMP	PSMC2	9606.ENSP00000370222	9606.ENSP00000391211	0	0	0	0	0.292	0.453	0	0.361	0.731
POMP	PSME4	9606.ENSP00000370222	9606.ENSP00000384211	0	0	0	0	0.044	0.154	0	0.722	0.755
POP4	RPP25	9606.ENSP00000465213	9606.ENSP00000317691	0	0	0	0	0	0.965	0.900	0.995	0.999
PPAT	UMPS	9606.ENSP00000264220	9606.ENSP00000232607	0.231	0	0	0	0.272	0	0	0.644	0.783
PPAT	TYMS	9606.ENSP00000264220	9606.ENSP00000315644	0	0	0	0	0.194	0.201	0	0.589	0.712
PPAT	PRPS2	9606.ENSP00000264220	9606.ENSP00000381504	0.089	0	0	0	0.115	0.191	0.910	0.648	0.975
PPIE	SNRPB2	9606.ENSP00000361918	9606.ENSP00000246071	0	0	0	0	0.151	0.858	0.900	0.047	0.987
PPIE	SNRPA1	9606.ENSP00000361918	9606.ENSP00000254193	0	0	0	0	0.127	0.895	0.900	0.235	0.992
PPIE	SNRPD1	9606.ENSP00000361918	9606.ENSP00000300413	0	0	0	0	0.092	0.835	0.900	0.089	0.984
PPIE	SF3B3	9606.ENSP00000361918	9606.ENSP00000305790	0	0	0	0	0.068	0.818	0	0.231	0.858
PPIE	SF3B5	9606.ENSP00000361918	9606.ENSP00000356541	0	0	0	0	0.095	0.818	0	0.067	0.833
PPIE	SNRPG	9606.ENSP00000361918	9606.ENSP00000393388	0	0	0	0	0.067	0.893	0.900	0.081	0.989
PPIE	SNRPE	9606.ENSP00000361918	9606.ENSP00000400591	0	0	0	0	0.086	0.901	0.900	0.183	0.991
PPIF	VDAC2	9606.ENSP00000225174	9606.ENSP00000361635	0	0	0	0	0.150	0.067	0.900	0.532	0.958
PPIF	VDAC3	9606.ENSP00000225174	9606.ENSP00000428845	0	0	0	0	0.116	0.246	0.900	0.504	0.962
PRC1	TRIP13	9606.ENSP00000377793	9606.ENSP00000166345	0	0	0	0	0.729	0.292	0	0.137	0.820
PRC1	TPX2	9606.ENSP00000377793	9606.ENSP00000300403	0	0	0	0	0.998	0.292	0	0.378	0.999
PRC1	SHCBP1	9606.ENSP00000377793	9606.ENSP00000306473	0	0	0	0	0.742	0	0	0.203	0.785
PRC1	SPAG5	9606.ENSP00000377793	9606.ENSP00000323300	0	0	0	0	0.705	0.068	0	0.180	0.755
PRC1	TACC3	9606.ENSP00000377793	9606.ENSP00000326550	0	0	0	0	0.684	0.067	0	0.178	0.737
PRC1	SMC4	9606.ENSP00000377793	9606.ENSP00000341382	0	0	0	0	0.612	0.292	0	0.295	0.790
PRC1	UBE2C	9606.ENSP00000377793	9606.ENSP00000348838	0	0	0	0	0.762	0	0	0.305	0.827
PRC1	RRM2	9606.ENSP00000377793	9606.ENSP00000353770	0	0	0	0	0.815	0	0	0.316	0.868
PRC1	TTK	9606.ENSP00000377793	9606.ENSP00000358813	0	0	0	0	0.770	0	0	0.457	0.870
PRC1	ZWINT	9606.ENSP00000377793	9606.ENSP00000363055	0	0	0	0	0.775	0	0	0.257	0.825
PRC1	PTTG1	9606.ENSP00000377793	9606.ENSP00000377536	0	0	0	0	0.792	0	0	0.287	0.846
PRC1	TOP2A	9606.ENSP00000377793	9606.ENSP00000411532	0	0	0	0	0.841	0.319	0	0.424	0.932
PRC1	RACGAP1	9606.ENSP00000377793	9606.ENSP00000404190	0	0	0	0	0.909	0.331	0	0.600	0.973
PRDX4	TXN	9606.ENSP00000368646	9606.ENSP00000363641	0.048	0	0	0	0.210	0.294	0	0.816	0.889
PRIM2	RFC2	9606.ENSP00000484105	9606.ENSP00000055077	0	0	0	0	0.431	0.113	0.500	0.459	0.845
PRIM2	RNASEH2A	9606.ENSP00000484105	9606.ENSP00000221486	0	0	0	0	0.628	0	0	0.610	0.848
PRIM2	SMC2	9606.ENSP00000484105	9606.ENSP00000286398	0	0	0	0	0.581	0	0	0.350	0.716
PRIM2	TYMS	9606.ENSP00000484105	9606.ENSP00000315644	0	0	0	0	0.666	0	0	0.153	0.705
PRIM2	SMC4	9606.ENSP00000484105	9606.ENSP00000341382	0	0	0	0	0.674	0	0	0.209	0.731
PRIM2	RRM2	9606.ENSP00000484105	9606.ENSP00000353770	0	0	0	0	0.609	0	0	0.378	0.746
PRIM2	RFC3	9606.ENSP00000484105	9606.ENSP00000369411	0	0	0	0	0.502	0.113	0.500	0.571	0.892
PRIM2	RFC4	9606.ENSP00000484105	9606.ENSP00000376272	0	0	0	0	0.711	0.113	0.500	0.516	0.929
PRIM2	RECQL4	9606.ENSP00000484105	9606.ENSP00000482313	0	0	0	0	0.602	0.345	0	0.051	0.731
PRKDC	XPC	9606.ENSP00000313420	9606.ENSP00000285021	0	0	0	0	0.101	0	0.900	0.214	0.923
PRKDC	PSME4	9606.ENSP00000313420	9606.ENSP00000384211	0	0	0	0	0.056	0	0	0.700	0.704
PRKDC	TTI1	9606.ENSP00000313420	9606.ENSP00000362547	0	0	0	0	0.129	0.584	0	0.468	0.790
PRKDC	TOP2A	9606.ENSP00000313420	9606.ENSP00000411532	0	0	0	0	0.162	0.434	0	0.599	0.793
PRKDC	RAD51	9606.ENSP00000313420	9606.ENSP00000493712	0	0	0	0	0.098	0.065	0	0.807	0.823
PRKDC	XRCC6	9606.ENSP00000313420	9606.ENSP00000352257	0	0	0	0	0.107	0.991	0.900	0.999	0.999
PRMT1	WDR77	9606.ENSP00000406162	9606.ENSP00000235090	0	0	0	0	0.134	0.091	0.900	0.745	0.977
PRMT1	SNRPD1	9606.ENSP00000406162	9606.ENSP00000300413	0	0	0	0	0.173	0.084	0.900	0.360	0.945
PRMT1	SNRPG	9606.ENSP00000406162	9606.ENSP00000393388	0	0	0	0	0.109	0.078	0.900	0.080	0.914
PRMT1	SNRPE	9606.ENSP00000406162	9606.ENSP00000400591	0	0	0	0	0.124	0.078	0.900	0.116	0.919
PRPS2	UMPS	9606.ENSP00000381504	9606.ENSP00000232607	0.061	0	0	0	0.097	0	0.851	0.528	0.932
PSMA2	PSMA4	9606.ENSP00000223321	9606.ENSP00000044462	0	0	0	0.852	0.959	0.999	0.900	0.631	0.999
PSMA2	PSMD7	9606.ENSP00000223321	9606.ENSP00000219313	0	0	0	0	0.625	0.995	0.800	0.628	0.999
PSMA2	VBP1	9606.ENSP00000223321	9606.ENSP00000286428	0	0	0	0	0.769	0	0	0.056	0.773
PSMA2	UBE2V2	9606.ENSP00000223321	9606.ENSP00000428209	0	0	0	0	0.766	0	0	0.289	0.826
PSMA2	PSMG1	9606.ENSP00000223321	9606.ENSP00000329915	0	0	0	0	0.171	0.786	0	0.157	0.837
PSMA2	UBC	9606.ENSP00000223321	9606.ENSP00000441543	0	0	0	0	0.114	0.880	0.500	0.094	0.945
PSMA2	PSMG2	9606.ENSP00000223321	9606.ENSP00000325919	0	0	0	0	0.221	0.943	0	0	0.954
PSMA2	PSME1	9606.ENSP00000223321	9606.ENSP00000372155	0	0	0	0	0.125	0.985	0	0.443	0.992
PSMA2	USP14	9606.ENSP00000223321	9606.ENSP00000261601	0	0	0	0	0.389	0.981	0.500	0.534	0.997
PSMA2	PSME4	9606.ENSP00000223321	9606.ENSP00000384211	0	0	0	0	0.050	0.997	0	0.309	0.998
PSMA2	UCHL5	9606.ENSP00000223321	9606.ENSP00000356421	0	0	0	0	0.167	0.994	0.500	0.515	0.998
PSMA2	PSMD12	9606.ENSP00000223321	9606.ENSP00000348442	0	0	0	0	0.635	0.996	0.800	0.574	0.999
PSMA2	PSMA5	9606.ENSP00000223321	9606.ENSP00000271308	0	0	0.067	0.832	0.961	0.999	0.900	0.752	0.999
PSMA2	PSMD2	9606.ENSP00000223321	9606.ENSP00000310129	0	0	0	0	0.516	0.997	0.800	0.690	0.999
PSMA2	PSMB2	9606.ENSP00000223321	9606.ENSP00000362334	0	0	0	0	0.964	0.998	0.900	0.887	0.999
PSMA2	PSMC2	9606.ENSP00000223321	9606.ENSP00000391211	0	0.003	0	0	0.658	0.998	0.800	0.759	0.999
PSMA2	PSMA7	9606.ENSP00000223321	9606.ENSP00000359910	0	0	0.067	0.877	0.905	0.999	0.900	0.646	0.999
PSMA2	PSMB4	9606.ENSP00000223321	9606.ENSP00000290541	0	0	0	0	0.948	0.998	0.900	0.789	0.999
PSMA2	PSMB7	9606.ENSP00000223321	9606.ENSP00000259457	0	0	0	0	0.772	0.999	0.900	0.711	0.999
PSMA4	PSMG1	9606.ENSP00000044462	9606.ENSP00000329915	0	0	0	0	0.174	0.428	0	0.590	0.789
PSMA4	UBE2V2	9606.ENSP00000044462	9606.ENSP00000428209	0	0	0	0	0.790	0	0	0.330	0.853
PSMA4	UBC	9606.ENSP00000044462	9606.ENSP00000441543	0	0	0	0	0.091	0.925	0.500	0.132	0.966
PSMA4	PSMG2	9606.ENSP00000044462	9606.ENSP00000325919	0	0	0	0	0.321	0.957	0	0.084	0.971
PSMA4	PSME1	9606.ENSP00000044462	9606.ENSP00000372155	0	0	0	0	0.208	0.976	0	0.627	0.992
PSMA4	PSME4	9606.ENSP00000044462	9606.ENSP00000384211	0	0	0	0	0.056	0.987	0	0.408	0.992
PSMA4	USP14	9606.ENSP00000044462	9606.ENSP00000261601	0	0	0	0	0.404	0.981	0.500	0.474	0.996
PSMA4	UCHL5	9606.ENSP00000044462	9606.ENSP00000356421	0	0	0	0	0.190	0.994	0.500	0.240	0.998
PSMA4	PSMB2	9606.ENSP00000044462	9606.ENSP00000362334	0	0	0	0	0.940	0.997	0.900	0.819	0.999
PSMA4	PSMA5	9606.ENSP00000044462	9606.ENSP00000271308	0	0	0.088	0.821	0.973	0.999	0.900	0.524	0.999
PSMA4	PSMD2	9606.ENSP00000044462	9606.ENSP00000310129	0	0	0	0	0.533	0.995	0	0.693	0.999
PSMA4	PSMD7	9606.ENSP00000044462	9606.ENSP00000219313	0	0	0	0	0.753	0.997	0	0.613	0.999
PSMA4	PSMD12	9606.ENSP00000044462	9606.ENSP00000348442	0	0	0	0	0.857	0.996	0	0.594	0.999
PSMA4	PSMB4	9606.ENSP00000044462	9606.ENSP00000290541	0	0	0	0	0.882	0.998	0.900	0.807	0.999
PSMA4	PSMB7	9606.ENSP00000044462	9606.ENSP00000259457	0	0	0	0	0.660	0.999	0.900	0.744	0.999
PSMA4	PSMC2	9606.ENSP00000044462	9606.ENSP00000391211	0	0	0	0	0.642	0.992	0	0.690	0.999
PSMA4	PSMA7	9606.ENSP00000044462	9606.ENSP00000359910	0	0	0	0.861	0.900	0.999	0.900	0.257	0.999
PSMA5	PSMD7	9606.ENSP00000271308	9606.ENSP00000219313	0	0	0	0	0.714	0.995	0.800	0.719	0.999
PSMA5	PSMB7	9606.ENSP00000271308	9606.ENSP00000259457	0	0	0	0	0.820	0.995	0.900	0.886	0.999
PSMA5	USP14	9606.ENSP00000271308	9606.ENSP00000261601	0	0	0	0	0.335	0.959	0.500	0.274	0.989
PSMA5	UBE2V2	9606.ENSP00000271308	9606.ENSP00000428209	0	0	0	0	0.555	0	0	0.394	0.719
PSMA5	PSMG1	9606.ENSP00000271308	9606.ENSP00000329915	0	0	0	0	0.201	0.785	0	0.586	0.923
PSMA5	UBC	9606.ENSP00000271308	9606.ENSP00000441543	0	0	0	0	0.108	0.880	0.500	0.194	0.951
PSMA5	PSME1	9606.ENSP00000271308	9606.ENSP00000372155	0	0	0	0	0.176	0.971	0	0.451	0.986
PSMA5	PSME4	9606.ENSP00000271308	9606.ENSP00000384211	0	0	0	0	0.049	0.988	0	0.316	0.992
PSMA5	PSMG2	9606.ENSP00000271308	9606.ENSP00000325919	0	0	0	0	0.476	0.970	0	0.747	0.995
PSMA5	UCHL5	9606.ENSP00000271308	9606.ENSP00000356421	0	0	0	0	0.223	0.994	0.500	0.174	0.997
PSMA5	PSMD2	9606.ENSP00000271308	9606.ENSP00000310129	0	0	0	0	0.718	0.995	0.800	0.842	0.999
PSMA5	PSMD12	9606.ENSP00000271308	9606.ENSP00000348442	0	0	0	0	0.690	0.992	0.800	0.750	0.999
PSMA5	PSMB2	9606.ENSP00000271308	9606.ENSP00000362334	0	0	0	0	0.977	0.997	0.900	0.834	0.999
PSMA5	PSMC2	9606.ENSP00000271308	9606.ENSP00000391211	0	0	0	0	0.800	0.997	0.800	0.768	0.999
PSMA5	PSMA7	9606.ENSP00000271308	9606.ENSP00000359910	0	0	0.064	0.861	0.922	0.999	0.900	0.430	0.999
PSMA5	PSMB4	9606.ENSP00000271308	9606.ENSP00000290541	0	0	0	0	0.951	0.997	0.900	0.818	0.999
